2024-05-18 11:37:20.089 | ERROR    | file:fs_info_to_tuple:261 - Invalid value 130912359.13. 2020-04-24__深圳新宙邦科技股份有限公司__300037__新宙邦__2019年__年度报告.pdf cis_info
2024-05-18 11:37:32.316 | ERROR    | file:fs_info_to_tuple:261 - Invalid value 130912359.13. 2020-04-24__深圳新宙邦科技股份有限公司__300037__新宙邦__2019年__年度报告.pdf cis_info
2024-05-18 11:37:44.969 | INFO     | generate_answer_with_classify:do_classification:29 - Do classfication...
2024-05-18 11:37:44.976 | INFO     | generate_answer_with_classify:do_classification:44 - Start process question 0 无形资产是指什么？
2024-05-18 11:37:46.184 | INFO     | generate_answer_with_classify:do_classification:61 - F
2024-05-18 11:37:46.186 | INFO     | generate_answer_with_classify:do_classification:44 - Start process question 1 请告诉我龙岩卓越新能源股份有限公司2021年的应付账款的具体数值
2024-05-18 11:37:46.302 | INFO     | generate_answer_with_classify:do_classification:61 - C
2024-05-18 11:37:46.302 | INFO     | generate_answer_with_classify:do_classification:44 - Start process question 2 2019年负债总额第2高的上市公司是？
2024-05-18 11:37:46.419 | INFO     | generate_answer_with_classify:do_classification:61 - E
2024-05-18 11:37:46.419 | INFO     | generate_answer_with_classify:do_classification:44 - Start process question 3 哪家上市公司，2019年净利润第十二高？
2024-05-18 11:37:46.535 | INFO     | generate_answer_with_classify:do_classification:61 - E
2024-05-18 11:37:46.535 | INFO     | generate_answer_with_classify:do_classification:44 - Start process question 4 在保留两位小数的情况下，请计算出金钼股份2019年的流动负债比率
2024-05-18 11:37:46.651 | INFO     | generate_answer_with_classify:do_classification:61 - D
2024-05-18 11:37:46.652 | INFO     | generate_answer_with_classify:do_classification:44 - Start process question 5 在保留两位小数的情况下，请计算出厦门象屿2019年的企业硕士及以上人员占职工人数比例
2024-05-18 11:37:46.772 | INFO     | generate_answer_with_classify:do_classification:61 - D
2024-05-18 11:37:46.772 | INFO     | generate_answer_with_classify:do_classification:44 - Start process question 6 注册地址在杭州的上市公司中，2021年流动资产最高的前5家是哪些上市公司？金额为？
2024-05-18 11:37:46.892 | INFO     | generate_answer_with_classify:do_classification:61 - E
2024-05-18 11:37:46.892 | INFO     | generate_answer_with_classify:do_classification:44 - Start process question 7 航发动力2019年的非流动负债比率保留两位小数是多少？
2024-05-18 11:37:47.011 | INFO     | generate_answer_with_classify:do_classification:61 - D
2024-05-18 11:37:47.012 | INFO     | generate_answer_with_classify:do_classification:44 - Start process question 8 什么是在建工程？
2024-05-18 11:37:47.113 | INFO     | generate_answer_with_classify:do_classification:61 - F
2024-05-18 11:37:47.114 | INFO     | generate_answer_with_classify:do_classification:44 - Start process question 9 根据青岛港国际股份有限公司2019年的年报数据，能否简要介绍公司报告期内破产重整相关事项的详情。
2024-05-18 11:37:47.235 | INFO     | generate_answer_with_classify:do_classification:61 - F
2024-05-18 11:37:47.236 | INFO     | generate_answer_with_classify:do_classification:44 - Start process question 10 光云科技2021年年报中提及的投资收益增长率具体是什么？
2024-05-18 11:37:47.355 | INFO     | generate_answer_with_classify:do_classification:61 - D
2024-05-18 11:37:47.356 | INFO     | generate_answer_with_classify:do_classification:44 - Start process question 11 请告诉我山东金麒麟股份有限公司2020年的公司网址的具体情况
2024-05-18 11:37:47.475 | INFO     | generate_answer_with_classify:do_classification:61 - A
2024-05-18 11:37:47.475 | INFO     | generate_answer_with_classify:do_classification:44 - Start process question 12 我想知道2019年扬州扬杰电子科技股份有限公司证券简称是什么？
2024-05-18 11:37:47.594 | INFO     | generate_answer_with_classify:do_classification:61 - A
2024-05-18 11:37:47.594 | INFO     | generate_answer_with_classify:do_classification:44 - Start process question 13 2021年襄阳长源东谷实业股份有限公司投资收益增长率为多少？保留两位小数。
2024-05-18 11:37:47.714 | INFO     | generate_answer_with_classify:do_classification:61 - D
2024-05-18 11:37:47.714 | INFO     | generate_answer_with_classify:do_classification:44 - Start process question 14 请提供广州市嘉诚国际物流股份有限公司2021年的投资收益增长率并保留2位小数
2024-05-18 11:37:47.834 | INFO     | generate_answer_with_classify:do_classification:61 - D
2024-05-18 11:37:47.834 | INFO     | generate_answer_with_classify:do_classification:44 - Start process question 15 2020年其他非流动金融资产第十一高的上市公司是哪家？
2024-05-18 11:37:47.953 | INFO     | generate_answer_with_classify:do_classification:61 - E
2024-05-18 11:37:47.953 | INFO     | generate_answer_with_classify:do_classification:44 - Start process question 16 概述一下主要控股参股公司分析的情况，针对宁夏建材集团股份有限公司2019年的年报。
2024-05-18 11:37:48.072 | INFO     | generate_answer_with_classify:do_classification:61 - F
2024-05-18 11:37:48.072 | INFO     | generate_answer_with_classify:do_classification:44 - Start process question 17 根据聚灿光电科技股份有限公司2019年的年报数据，能否简要介绍公司报告期内主要控股参股公司分析的详情。
2024-05-18 11:37:48.194 | INFO     | generate_answer_with_classify:do_classification:61 - F
2024-05-18 11:37:48.194 | INFO     | generate_answer_with_classify:do_classification:44 - Start process question 18 2020年营业收入最高的3家并且曾经在宁波注册的上市公司是？金额是？
2024-05-18 11:37:48.315 | INFO     | generate_answer_with_classify:do_classification:61 - E
2024-05-18 11:37:48.315 | INFO     | generate_answer_with_classify:do_classification:44 - Start process question 19 2019年货币资金最高的上市公司是哪家？
2024-05-18 11:37:48.432 | INFO     | generate_answer_with_classify:do_classification:61 - E
